taxid,parent,taxonomic_rank,scientific_name
527826,1390229,genus,Thermophis
522623,47576,species,Ansonia siamensis
42489,1489784,genus,Chalceus
168683,403239,species,Wakea madinika
1029682,1508173,species,Bolitoglossa eremia
105721,1273156,genus,Oligosoma
9809,9808,species,Rhinoceros unicornis
357320,357319,species,Ebenavia inunguis
405200,2628775,species,Papuascincus sp. ABTC 48281
9975,314147,order,Lagomorpha
105740,105721,species,Oligosoma smithi
249449,665121,species,Madascincus nanus
74925,328321,genus,Mauremys
1137846,904181,no rank,Chelonoidis nigra species complex
137519,182238,genus,Hypomesus
51754,40248,genus,Chamaeleo
72008,72005,species,Cuora aurocapitata
31008,1489793,family,Cranoglanididae
316444,2219902,species,Carinascincus pretiosus
8784,8783,order,Casuariiformes
220776,204894,species,Ctenotus leonhardii
164967,8329,species,Cynops cyanurus
43513,410314,genus,Mantella
402379,357317,species,Uroplatus malahelo
394145,220766,species,Morethia adelaidensis
410363,43513,species group,cowani group
1659747,8397,genus,Sylvirana
516940,115585,family,Glyphocrangonidae
2714804,31006,genus,Tenellus
141976,8335,species,Plethodon cinereus
1978137,1862675,species,Sclerophrys gutturalis
8419,192735,genus,Gastrotheca
273655,8528,species,Eumeces schneiderii
3371815,2499169,species,Ghatophryne ornata
3372741,30366,genus,Afghanodon
8423,650419,family,Sooglossidae
136300,1266827,species,Hime japonica
141261,30365,genus,Andrias
221576,221575,species,Ptenopus carpi
164293,8382,genus,Pelophryne
74940,8016,species,Oncorhynchus tshawytscha
317317,192735,genus,Flectonotus
450266,1811493,genus,Chlamyphorus
1031271,38628,species,Microperoryctes aplini
1978145,1862675,species,Sclerophrys steindachneri
651680,8382,genus,Duttaphrynus
405186,220781,species,Glaphyromorphus cracens
211650,1390229,genus,Sibon
8792,8783,order,Rheiformes
164969,164968,species,Paramesotriton caudopunctatus
1155788,47576,species,Ansonia thinthinae
493902,261494,species,Amphisbaena manni
8319,8317,species,Pleurodeles waltl
101701,86974,species,Testudo marginata
172936,172935,species,Calyptotis scutirostrum
186630,29140,suborder,Gonorynchoidei
1031281,1031280,species,Rhynchomeles prattorum
8352,30319,family,Pipidae
141678,162266,genus,Zootoca
302549,651667,species,Rhinella cf. margaritifera ZUEC-DCC3393
43589,8515,subfamily,Crotaphytinae
164280,8382,genus,Dendrophryniscus
105726,105721,species,Oligosoma ornatum
685124,30352,family,Micrixalidae
170199,170198,species,Nansenia ardesiaca
2709821,681532,species,Mochlus fernandi
221264,220781,species,Glaphyromorphus darwiniensis
346447,1862675,species,Sclerophrys gracilipes
169863,8578,subfamily,Colubrinae
3371083,9376,genus,Pseudosoriculus
8579,169863,genus,Elaphe
3391105,3391093,subfamily,Megalamphodinae
307979,294366,species,Pseudobranchus axanthus
245595,220771,species,Anomalopus verreauxii
522638,47576,species,Ansonia spinulifer
1489840,1489838,clade,Percopsaria
29079,1811493,genus,Chaetophractus
105727,105721,species,Oligosoma whitakeri
346449,651667,species,Rhinella humboldti
1227086,8419,species,Gastrotheca pulchra
143305,143304,genus,Ateleopus
101700,86974,species,Testudo kleinmanni
665123,665121,species,Madascincus intermedius
645280,492043,species,Leptoderma macrophthalmum
3371150,3371083,species,Pseudosoriculus fumidus
443646,443645,species,Normichthys operosus
55119,55118,subfamily,Alosinae
1332314,1190708,genus,Manciola
172937,172935,species,Calyptotis ruficauda
1120418,420443,species,Caudacaecilia cf. nigroflava KUHE 34877
2067478,8397,genus,Amnirana
27690,1489739,family,Ctenoluciidae
8524,141678,species,Zootoca vivipara
95126,95125,species,Pseudothecadactylus lindneri
88162,42749,species,Phelsuma madagascariensis
346462,651667,species,Rhinella veraguensis
423492,8493,genus,Mecistops
454370,47576,species,Ansonia fuliginea
9375,9374,species,Talpa europaea
120301,1390229,genus,Oxyrhopus
376913,9443,suborder,Haplorrhini
57571,57569,species,Salamandra salamandra
230644,71018,species,Sphenomorphus simus
71021,71020,species,Carphodactylus laevis
522627,47576,species,Ansonia penangensis
219624,126620,genus,Cordylosaurus
164300,8417,family,Brachycephalidae
37696,37886,species,Caenolestes fuliginosus
293415,2646963,species,Takydromus sp. MCB 205
105738,105721,species,Oligosoma notosaurus
248783,192735,genus,Cryptobatrachus
293403,245596,species,Brachymeles gracilis
39095,169863,genus,Lycodon
486475,36316,subgenus,Hydromantes
270559,909886,genus,Lebiasina
68514,123354,order,Myctophiformes
74363,8579,species,Elaphe bimaculata
449390,96740,species,Hemitheconyx taylori
403486,410314,genus,Tsingymantis
169862,8578,subfamily,Natricinae
238588,31006,genus,Pterodoras
249448,161935,species,Amphiglossus cf. macrocercus
926687,9326,species,Thylogale calabyi
71690,71689,species,Heliobolus spekii
166081,169863,genus,Hemorrhois
2633069,105721,no rank,unclassified Oligosoma
209659,613072,genus,Hylodes
394139,2025342,species,Phasmasaurus tillieri
613061,8417,family,Cycloramphidae
543553,2639002,species,Uroplatus sp. C CMI-2008
291262,1508178,species,Bolitoglossa n. sp. RLM-2004
479885,3402667,subfamily,Anomaloglossinae
492030,443632,species,Bathytroctes macrolepis
178223,143304,genus,Ijimaia
161144,161143,species,Enyalius bilineatus
31016,1489793,family,Aspredinidae
863652,47727,species,Hemidactylus giganteus
209676,209659,species,Hylodes dactylocinus
118844,80461,species,Takydromus formosanus
249446,161935,species,Amphiglossus reticulatus
2653789,91561,suborder,Whippomorpha
48783,48781,genus,Mylodon
105734,105721,species,Oligosoma moco
9973,9972,genus,Manis
30989,1489793,family,Siluridae
164971,164968,species,Paramesotriton guanxiensis
243561,30997,genus,Plotosus
161697,161696,genus,Leptobrachium
8030,8028,species,Salmo salar
69270,69269,species,Dorcopsulus vanheurni
47554,651670,species,Anaxyrus quercicus
238579,31006,genus,Rhinodoras
182223,137519,species,Hypomesus nipponensis
247653,1302426,genus,Insuetophrynus
166083,169863,genus,Spalerosophis
273521,52187,species,Bipes canaliculatus
220769,1273167,genus,Tribolonotus
165821,8426,family,Brevicipitidae
2685222,71018,no rank,unclassified Sphenomorphus
105728,105721,species,Oligosoma fallai
110124,30352,family,Petropedetidae
8496,8495,species,Alligator mississippiensis
81394,81393,genus,Trachipterus
42495,1489739,family,Serrasalmidae
96235,115574,family,Atyidae
8803,8802,family,Tinamidae
238618,31006,genus,Leptodoras
1008990,30366,genus,Paradactylodon
376915,376911,infraorder,Lemuriformes
33550,9989,suborder,Hystricomorpha
183601,169862,genus,Regina
183751,1811493,genus,Priodontes
410312,43512,subfamily,Boophinae
80465,80445,species,Adolfus jacksoni
346455,651667,species,Rhinella nesiotes
105730,105721,species,Oligosoma inconspicuum
260504,1489460,family,Pristigasteridae
394159,394152,species,Nannoscincus mariei
221263,220781,species,Glaphyromorphus arnhemicus
337659,1489793,family,Heptapteridae
129885,129884,species,Tylototriton taliangensis
30320,8352,subfamily,Pipinae
204910,204909,species,Nangura spinosa
796714,1273153,species,Pinoyscincus abdictus
8804,8803,genus,Eudromia
120966,8382,genus,Didynamipus
38616,38615,species,Dactylopsila trivirgata
884349,885524,species,Hemicordylus nebulosus
105722,105721,species,Oligosoma acrinasum
2736678,9972,genus,Phataginus
154587,8335,species,Plethodon petraeus
1419188,34989,family,Lamprophiidae
201454,8579,species,Elaphe hodgsoni
8820,8819,family,Apterygidae
8594,169863,genus,Pituophis
522645,47576,species,Ansonia guibei
1484636,1484635,species,Sabahphrynus maculatus
110109,1659747,species,Sylvirana guentheri
8809,8808,family,Emeidae
447332,42749,species,Phelsuma flavigularis
9358,9357,species,Choloepus hoffmanni
43062,1489460,family,Engraulidae
428316,47576,species,Ansonia hanitschi
330831,47578,species,Atelopus flavescens
2643178,9973,no rank,unclassified Manis
238627,238618,species,Leptodoras praelongus
377253,47576,species,Ansonia longidigita
183613,183601,species,Regina septemvittata
685122,30352,family,Dicroglossidae
113096,30366,genus,Ranodon
685120,30352,family,Ceratobatrachidae
884357,126625,species,Pseudocordylus langi
37699,37887,species,Notoryctes typhlops
420446,420445,species,Leptophryne borbonica
201803,169863,genus,Pseudelaphe
166789,141261,species,Andrias japonicus
94892,169863,genus,Arizona
238620,31006,genus,Anduzedoras
493896,261494,species,Amphisbaena caeca
260891,1273156,genus,Saproscincus
126629,126625,species,Pseudocordylus melanotus
150083,183662,genus,Myosorex
463521,391658,species,Plestiodon egregius
2629518,248783,no rank,unclassified Cryptobatrachus
9979,9975,family,Leporidae
104113,9979,genus,Nesolagus
613037,8417,family,Craugastoridae
48851,1811493,genus,Cabassous
161147,2024744,genus,Urostrophus
1978147,1862675,species,Sclerophrys tuberosa
2024747,8511,family,Dactyloidae
167931,8397,genus,Glandirana
543554,2639002,species,Uroplatus sp. D CMI-2008
71118,9373,genus,Scalopus
337533,31016,genus,Bunocephalus
273520,52187,species,Bipes tridactylus
576855,527826,species,Thermophis zhaoermii
55546,328321,genus,Heosemys
402383,357317,species,Uroplatus sikorae
238570,31006,genus,Megalodoras
9327,9326,species,Thylogale billardierii
81377,1489840,order,Percopsiformes
421930,105721,species,Oligosoma waimatense
9319,2182372,species,Osphranter robustus
27691,27690,genus,Boulengerella
266506,1508173,species,Bolitoglossa dunni
9367,30577,genus,Atelerix
3391113,3391093,subfamily,Acestrorhamphinae
221556,221555,species,Christinus marmoratus
909852,909851,subfamily,Crenuchinae
58514,1191376,genus,Tomopterna
238631,238618,species,Leptodoras cf. copei
30615,376915,family,Cheirogaleidae
1175196,105721,species,Oligosoma alani
9697,379583,family,Herpestidae
3078114,8825,clade,Neoaves
2025340,1273156,genus,Epibator
2743193,169862,genus,Fowlea
94176,43476,species,Dicamptodon tenebrosus
74366,8579,species,Elaphe moellendorffi
405193,220781,species,Glaphyromorphus punctulatus
51153,9827,genus,Catagonus
573971,37592,species,Sternotherus carinatus
101699,86974,species,Testudo horsfieldii
507700,8417,family,Centrolenidae
297528,260891,species,Saproscincus mustelinus
94835,94834,species,Gavialis gangeticus
319782,319781,species,Sagamichthys abei
75280,75279,species,Diplolaemus darwinii
1191377,685130,subfamily,Pyxicephalinae
613062,8417,family,Alsodidae
685125,30352,family,Nyctibatrachidae
1489791,7995,suborder,Loricarioidei
288314,30366,genus,Salamandrella
1072004,8427,subfamily,Gastrophryninae
1008893,8397,genus,Hylarana
164295,47576,species,Ansonia leptopus
8438,30311,genus,Ascaphus
903747,903746,species,Meriola corallina
885516,174275,genus,Ouroborus
95114,95113,species,Gehyra variegata
9321,2182372,species,Osphranter rufus
884240,126627,species,Chamaesaura tenuior
88699,68514,family,Neoscopelidae
164737,1191376,genus,Amietia
164033,164021,species,Pseudoeurycea werleri
8798,8783,order,Struthioniformes
522644,47576,species,Ansonia albomaculata
126621,126620,genus,Gerrhosaurus
8821,8820,genus,Apteryx
176848,9373,genus,Uropsilus
1795271,685120,subfamily,Ceratobatrachinae
885517,885516,species,Ouroborus cataphractus
1227085,8419,species,Gastrotheca prasina
94418,52185,family,Trogonophidae
42620,42619,genus,Chilodus
101491,13734,species,Trionyx triunguis
161145,2024744,genus,Leiosaurus
266057,261494,species,Amphisbaena cubana
46304,1390229,genus,Hypsiglena
445149,1072004,genus,Chiasmocleis
2006927,613037,subfamily,Ceuthomantinae
927615,169863,genus,Dolichophis
346434,651667,species,Rhinella arequipensis
42580,7992,subfamily,Rhaphiodontinae
42163,162266,genus,Podarcis
8439,8438,species,Ascaphus truei
248134,55119,genus,Tenualosa
410313,43512,subfamily,Laliostominae
1508175,8333,subgenus,Bolitoglossa
1077861,2621912,species,Atelopus sp. 2 DPM-2011
157063,31006,genus,Orinocodoras
1508168,8333,subgenus,Pachymandra
122330,162266,genus,Darevskia
8689,34989,family,Viperidae
8432,8431,family,Pelobatidae
454372,47576,species,Ansonia malayana
446352,9373,genus,Scaptochirus
8418,8417,family,Hylidae
9108,3078114,order,Gruiformes
651658,8382,genus,Ingerophrynus
302548,651667,species,Rhinella crucifer
492037,492035,species,Conocara murrayi
394469,8419,species,Gastrotheca zeugocystis
885388,52173,subfamily,Platysaurinae
43566,43565,species,Rhinophrynus dorsalis
8806,8803,genus,Nothoprocta
909843,243561,species,Plotosus japonicus
1273203,47581,species,Melanophryniscus devincenzii
245663,71018,species,Sphenomorphus solomonis
9673,379583,family,Viverridae
81378,81377,suborder,Percopsoidei
8526,1273167,genus,Tiliqua
143894,81394,species,Trachipterus trachypterus
221560,221559,species,Goggia lineata
161150,161145,species,Leiosaurus paronae
157107,157106,species,Pseudohynobius flavomaculatus
261498,261497,species,Geocalamus acutus
2678869,169862,genus,Trimerodytes
192752,8397,genus,Lithobates
8361,30320,genus,Hymenochirus
885432,885431,species,Ninurta coeruleopunctatus
43592,43589,genus,Gambelia
8906,3078114,order,Charadriiformes
207568,207566,species,Pygopus nigriceps
476251,288314,species,Salamandrella tridactyla
635161,613062,genus,Macrogenioglottus
220790,220789,species,Ophioscincus ophioscincus
31015,1489791,family,Astroblepidae
30771,1489620,family,Gymnotidae
30962,8016,species,Oncorhynchus clarkii
394447,8419,species,Gastrotheca chrysosticta
236479,178813,species,Archaeolacerta bedriagae
183663,9376,subfamily,Soricinae
65611,42732,species,Echymipera rufescens
376916,376911,infraorder,Chiromyiformes
440103,142002,species,Excirolana hirsuticauda
238571,238570,species,Megalodoras uranoscopus
1073976,665121,no rank,Madascincus polleni species complex
94859,8594,species,Pituophis vertebralis
8544,8543,species,Xantusia bolsonae
221867,182237,species,Salanx ariakensis
238601,2714804,species,Tenellus trimaculatus
161146,161145,species,Leiosaurus catamarcensis
36311,30366,genus,Hynobius
42604,27690,genus,Ctenolucius
36711,31011,genus,Cetopsis
611790,8417,family,Strabomantidae
224706,55119,genus,Brevoortia
164285,164284,species,Nectophryne afra
166082,166081,species,Hemorrhois ravergieri
93620,31004,genus,Heteropneustes
165226,651667,species,Rhinella margaritifera
31012,1489791,family,Callichthyidae
68433,410314,genus,Mantidactylus
36801,183662,genus,Crocidura
224715,365061,genus,Etrumeus
8337,8335,species,Plethodon yonahlossee
118850,80461,species,Takydromus tachydromoides
182229,130269,tribe,Galaxiini
164741,58514,species,Tomopterna delalandii
613034,8417,family,Eleutherodactylidae
156987,156986,species,Batrachuperus londongensis
7999,1489793,family,Pangasiidae
8475,8474,species,Chelydra serpentina
110113,1659747,species,Sylvirana maosonensis
186547,169863,genus,Coronella
219112,9673,subfamily,Paradoxurinae
980582,8427,subfamily,Kalophrynidae
330828,47578,species,Atelopus spumarius
30992,7999,genus,Pangasianodon
394141,1273156,genus,Marmorosphax
105994,105721,species,Oligosoma lineoocellatum
113381,30366,genus,Onychodactylus
7993,3391113,genus,Astyanax
338554,40248,genus,Rieppeleon
543542,357317,species,Uroplatus sameiti
318298,8419,species,Gastrotheca fissipes
31018,1489793,family,Amphiliidae
356294,1072004,genus,Ctenophryne
80443,162266,genus,Acanthodactylus
796716,796714,subspecies,Pinoyscincus abdictus aquilonius
81387,81386,family,Regalecidae
500792,63295,species,Chalcides boulengeri
1175208,105721,species,Oligosoma hardyi
1041596,1273167,genus,Liopholis
263675,8335,species,Plethodon grobmani
301838,57063,species,Lygodactylus madagascariensis
184780,423492,species,Mecistops cataphractus
145349,81953,subfamily,Amphibolurinae
389872,161697,species,Leptobrachium gunungense
1527438,36311,no rank,unclassified Hynobius
8014,8013,species,Osmerus mordax
74361,39095,species,Lycodon rufozonatus
270555,30719,genus,Hemiodopsis
31009,1489793,family,Clariidae
492044,492043,species,Leptoderma lubricum
236587,2485743,genus,Chrysichthys
9813,9812,species,Procavia capensis
1481140,30352,family,Odontobatrachidae
30996,1489793,family,Schilbidae
903721,6779,genus,Euryxanthops
450267,450266,species,Chlamyphorus truncatus
394466,8419,species,Gastrotheca trachyceps
2653790,2653789,infraorder,Ancodonta
219115,9673,subfamily,Viverrinae
166090,927615,species,Dolichophis schmidti
143653,126620,genus,Zonosaurus
445363,248134,species,Tenualosa toli
209677,209667,species,Crossodactylus n. sp. PASN-2002
885510,174275,genus,Namazonurus
9365,9364,species,Erinaceus europaeus
492029,443632,species,Bathytroctes breviceps
43540,8431,family,Pelodytidae
235402,80461,species,Takydromus wolteri
493899,261494,species,Amphisbaena hyporissor
81383,81382,family,Polymixiidae
30316,8432,genus,Spea
1377931,1377930,species,Paraleucolepidopa myops
34984,34979,family,Pythonidae
2607030,3078114,clade,Strisores
927616,927615,species,Dolichophis caspius
204958,204957,species,Notochelys platynota
38242,1273156,genus,Emoia
13012,31009,genus,Clarias
346443,651667,species,Rhinella chavin
68423,410313,genus,Aglyptodactylus
1489792,7995,suborder,Diplomystoidei
51842,34979,family,Aniliidae
2860737,8397,genus,Wijayarana
1527436,36311,subgenus,Poyarius
903753,6779,genus,Nanocassiope
121164,8397,genus,Pelophylax
111451,30577,genus,Mesechinus
42425,2024743,subfamily,Phrynosomatinae
35046,1862675,species,Sclerophrys maculata
903775,6779,genus,Paraxanthodes
238621,238620,species,Anduzedoras oxyrhynchus
30579,30577,genus,Paraechinus
926684,9328,subspecies,Thylogale stigmatica oriomo
420447,8382,genus,Mertensophryne
94902,169863,genus,Senticolis
122934,8579,species,Elaphe quatuorlineata
143313,68512,species,Chlorophthalmus agassizi
81957,8511,family,Polychrotidae
71739,71686,species,Meroles suborbitalis
73815,2736678,species,Phataginus tetradactyla
3369760,38601,species,Cercartetus nana
238589,238588,species,Pterodoras granulosus
38600,38599,species,Burramys parvus
356336,356335,species,Werneria mertensiana
394186,105721,species,Oligosoma lichenigera
114409,9374,species,Talpa altaica
1330543,8548,clade,Neoanguimorpha
357130,126625,species,Pseudocordylus microlepidotus
9316,9312,species,Macropus fuliginosus
8410,167931,species,Glandirana rugosa
58511,1795271,genus,Platymantis
220767,220766,species,Morethia butleri
543552,2639002,species,Uroplatus sp. B CMI-2008
36802,36801,species,Crocidura russula
492047,492046,species,Rinoctes nasutus
124100,1273156,genus,Lygisaurus
651656,8382,genus,Incilius
238564,31006,genus,Hypodoras
2685841,96728,no rank,unclassified Carlia
219625,219624,species,Cordylosaurus subtessellatus
122284,1331293,species,Congolacerta vauereselli
94398,9789,species,Equus kiang
129010,410313,genus,Laliostoma
273682,192752,species,Lithobates warszewitschii
1353943,2923024,species,Praeteropus gowi
80449,162266,genus,Latastia
8788,8784,family,Dromaiidae
105735,105721,species,Oligosoma nigriplantare
2763318,110124,genus,Arthroleptides
8917,8906,family,Scolopacidae
204965,72005,species,Cuora flavomarginata
240396,8397,genus,Meristogenys
182669,176848,species,Uropsilus gracilis
201784,169863,genus,Oocatochus
307977,8340,species,Siren lacertina
1549675,8825,superorder,Galloanserae
109940,8397,genus,Amolops
410366,43513,species group,madagascariensis group
8523,162266,genus,Lacerta
47587,8382,genus,Schismaderma
651675,8382,genus,Nannophryne
2025165,169862,genus,Liodytes
8824,8821,species,Apteryx owenii
162265,8522,subfamily,Gallotiinae
152345,192752,species,Lithobates chiricahuensis
171793,129892,species,Pelochelys cantorii
80427,8523,species,Lacerta agilis
184169,34989,family,Homalopsidae
1353942,2923024,species,Praeteropus brevicollis
29142,186632,family,Chanidae
9791,9789,species,Equus zebra
8826,1549675,order,Anseriformes
200790,192752,species,Lithobates neovolcanicus
30332,651667,species,Rhinella granulosa
164294,164293,species,Pelophryne brevipes
224954,9373,genus,Scaptonyx
463543,391658,species,Plestiodon reynoldsi
538569,105721,species,Oligosoma longipes
183605,169862,genus,Virginia
190277,192752,species,Lithobates grylio
8918,8917,genus,Calidris
394461,8419,species,Gastrotheca peruana
230843,161947,species,Gongylomorphus bojerii
1008458,8382,genus,Crepidophryne
1659744,8397,genus,Humerana
318274,209667,species,Crossodactylus schmidti
365065,55118,subfamily,Spratelloidinae
201800,169863,genus,Pantherophis
425630,8917,genus,Coenocorypha
81969,8515,subfamily,Corytophaninae
461285,161697,species,Leptobrachium ngoclinhense
942859,224715,species,Etrumeus micropus
184162,1419188,subfamily,Psammophiinae
509068,46304,species,Hypsiglena jani
303997,42604,species,Ctenolucius hujeta
81581,81580,species,Tropidosaura gularis
94436,9373,genus,Parascalops
303996,42620,species,Chilodus punctatus
240822,182236,species,Protosalanx chinensis
3073803,3078114,clade,Mirandornithes
394468,8419,species,Gastrotheca weinlandii
247085,161696,genus,Megophrys
65485,42163,species,Podarcis tiliguerta
317399,192735,genus,Stefania
238559,31006,genus,Amblydoras
1029692,1508173,species,Bolitoglossa suchitanensis
93621,93620,species,Heteropneustes fossilis
394465,8419,species,Gastrotheca stictopleura
8823,8821,species,Apteryx haastii
156446,9979,genus,Pentalagus
186567,169862,genus,Xenochrophis
204900,1540148,species,Tumbunascincus luteilateralis
9377,183662,genus,Suncus
9688,338153,genus,Panthera
81379,81378,family,Percopsidae
42168,8602,subfamily,Elapinae
165819,8426,family,Hemisotidae
47547,651656,species,Incilius fastidiosus
1978143,1862675,species,Sclerophrys poweri
8591,169862,genus,Nerodia
94896,169863,genus,Cemophora
223248,1273156,genus,Pseudemoia
939160,1008458,species,Crepidophryne chompipe
3073796,3078114,clade,Phaethontimorphae
111425,111424,species,Mertensiella caucasica
31014,1489793,family,Auchenipteridae
38245,38242,species,Emoia caeruleocauda
171276,8917,genus,Xenus
209664,209659,species,Hylodes sazimai
245650,1273156,genus,Panaspis
238561,238559,species,Amblydoras cf. monitor
307108,150083,species,Myosorex kihaulei
8386,651667,species,Rhinella marina
43042,8335,species,Plethodon glutinosus
96734,1190708,genus,Dasia
8383,8382,genus,Bufo
80466,80451,species,Mesalina guttulata
1527437,36311,subgenus,Satobius
245777,31012,genus,Megalechis
939166,651656,species,Incilius pisinnus
884360,126625,species,Pseudocordylus transvaalensis
3372742,3372741,species,Afghanodon mustersi
575495,162266,genus,Phoenicolacerta
685134,30352,family,Phrynobatrachidae
299321,299320,species,Denticeps clupeoides
43108,8295,species,Ambystoma cingulatum
2633652,47576,no rank,unclassified Ansonia
54354,9108,family,Aramidae
651322,162266,genus,Scelarcis
105995,105721,species,Oligosoma chloronoton
51154,51153,species,Catagonus wagneri
114410,9373,genus,Euroscaptor
403240,410314,genus,Guibemantis
110105,109940,species,Amolops torrentis
6702,6701,genus,Pandalus
42576,303968,genus,Acestrorhynchus
1489621,8002,suborder,Sternopygoidei
94305,94304,genus,Chirocentrus
410867,162266,genus,Australolacerta
209665,209659,species,Hylodes ornatus
48897,48896,species,Hylomys suillus
92437,8602,subfamily,Bungarinae
297010,297009,species,Lyciasalamandra atifi
52178,162266,genus,Eremias
127905,71018,species,Sphenomorphus jobiensis
8389,651670,species,Anaxyrus americanus
134762,134761,species,Pseudotriton ruber
56549,39095,species,Lycodon semicarinatus
47577,47576,species,Ansonia muelleri
684669,240396,species,Meristogenys stigmachilus
54504,8906,family,Jacanidae
238609,31006,genus,Hassar
105741,105721,species,Oligosoma stenotis
8710,8689,subfamily,Crotalinae
687227,161697,species,Leptobrachium abbotti
30998,1489793,family,Pimelodidae
2783809,247085,species,Megophrys carinense
118846,80461,species,Takydromus kuehnei
9445,376915,family,Lemuridae
8541,8540,genus,Lepidophyma
62294,9373,genus,Mogera
108853,33550,family,Abrocomidae
757341,9364,species,Erinaceus amurensis
243723,31017,genus,Ariopsis
146909,95113,species,Gehyra mutilata
380990,36711,species,Cetopsis coecutiens
8805,8804,species,Eudromia elegans
107376,8917,genus,Gallinago
227180,8906,family,Chionididae
121236,8397,genus,Aquarana
243719,31017,genus,Bagre
74488,33550,family,Thryonomyidae
54364,9108,family,Aptornithidae
118848,80461,species,Takydromus sexlineatus
80450,80449,species,Latastia longicaudata
238632,31006,genus,Trachydoras
164301,164300,genus,Brachycephalus
1030605,164301,species,Brachycephalus pombali
175799,31008,genus,Cranoglanis
1659746,8397,genus,Papurana
201799,169863,genus,Euprepiophis
166089,927615,species,Dolichophis jugularis
1933087,1933085,species,Rentapia hosii
94903,94902,species,Senticolis triaspis
268757,183663,genus,Nectogale
280234,161697,species,Leptobrachium montanum
410362,43513,species group,bernhardi group
37576,8906,family,Haematopodidae
245774,31012,genus,Callichthys
3372118,247085,species,Megophrys hansi
977878,977877,species,Neotetracus sinensis
240399,240396,species,Meristogenys kinabaluensis
522629,2633652,species,Ansonia sp. LSUHC 8050
445412,186567,species,Xenochrophis vittatus
30467,8803,genus,Tinamus
209674,613062,genus,Alsodes
42325,42324,species,Dendrohyrax dorsalis
651308,651307,species,Atlantolacerta andreanskyi
43614,2024744,genus,Pristidactylus
8785,8784,family,Casuariidae
267844,1729444,species,Hydrophylax malabaricus
238619,238618,species,Leptodoras hasemani
46305,46304,species,Hypsiglena torquata
356295,356294,species,Ctenophryne geayi
211651,211650,species,Sibon nebulatus
337765,30998,genus,Cheirocerus
1401516,184169,genus,Pseudoferania
118841,52178,species,Eremias argus
164279,651658,species,Ingerophrynus celebensis
337660,337659,genus,Goeldiella
356329,8423,genus,Sooglossus
105733,105721,species,Oligosoma microlepis
8595,8594,species,Pituophis melanoleucus
39151,1390229,genus,Xenodon
3402668,3402667,subfamily,Aromobatinae
200789,192752,species,Lithobates magnaocularis
479887,479885,genus,Rheobates
1332250,1190708,genus,Psychosaura
270556,270555,species,Hemiodopsis gracilis
238573,31006,genus,Lithodoras
885511,885510,species,Namazonurus campbelli
31010,1489793,family,Chacidae
261502,1329913,genus,Rhineura
238592,31006,genus,Doraops
1190694,1190708,genus,Marisora
1963759,9989,suborder,Anomaluromorpha
8399,8397,genus,Rana
493895,261494,species,Amphisbaena barbouri
318296,8419,species,Gastrotheca cornuta
421931,105721,species,Oligosoma taumakae
165204,165203,species,Ailurops ursinus
742452,30998,genus,Hemisorubim
394444,8419,species,Gastrotheca atympana
238568,31006,genus,Anadoras
143621,1072004,genus,Hamptophryne
439429,30325,subspecies,Anaxyrus boreas boreas
947860,1527438,species,Hynobius sp. 3 HJB-2011
10158,33550,family,Octodontidae
96745,96744,species,Lamprolepis smaragdina
8360,8352,subfamily,Xenopodinae
96741,96740,species,Hemitheconyx caudicinctus
480622,8541,species,Lepidophyma pajapanensis
1273204,47581,species,Melanophryniscus setiba
691798,248134,species,Tenualosa thibaudeaui
161681,8917,genus,Tringa
217857,1190708,genus,Eutropis
238611,31006,genus,Hemidoras
31001,1489793,family,Malapteruridae
31019,1489793,family,Amblycipitidae
702662,30998,genus,Pimelabditus
42164,41667,family,Acrochordidae
31002,1489791,family,Loricariidae
156880,651656,species,Incilius luetkenii
105742,105721,species,Oligosoma suteri
46281,169862,genus,Storeria
43602,8515,subfamily,Oplurinae
28682,8918,species,Calidris maritima
192200,651670,species,Anaxyrus fowleri
81368,81386,family,Lampridae
454374,1933085,species,Rentapia everetti
34999,169862,genus,Thamnophis
394113,1273156,genus,Caledoniscincus
1963758,9989,suborder,Myomorpha
161682,161681,species,Tringa melanoleuca
279954,161681,species,Tringa solitaria
221868,55118,genus,Sundasalanx
44146,43602,genus,Chalarodon
161148,161147,species,Urostrophus gallardoi
463530,391658,species,Plestiodon longirostris
1481133,1481140,genus,Odontobatrachus
356224,164284,species,Nectophryne batesii
249533,2644861,species,Amphiglossus sp. MMB-2003
420385,51754,species,Chamaeleo arabicus
39149,184162,genus,Psammophis
543558,2639002,species,Uroplatus sp. H CMI-2008
121342,1390229,genus,Imantodes
238582,238579,species,Rhinodoras thomersoni
327960,109940,species,Amolops hainanensis
365066,43062,subfamily,Coilinae
903754,903753,species,Nanocassiope alcocki
1074324,399534,species,Timon tangitanus
338556,338554,species,Rieppeleon brevicaudatus
9976,9975,family,Ochotonidae
209680,613062,genus,Eupsophus
62295,62294,species,Mogera wogura
111092,110124,genus,Petropedetes
2602611,7993,no rank,unclassified Astyanax
81395,81394,species,Trachipterus jacksonensis
238612,238611,species,Hemidoras stenopeltis
30766,1489621,family,Apteronotidae
613035,613034,subfamily,Phyzelaphryninae
164736,164737,species,Amietia fuscigula
356314,1659746,species,Papurana daemeli
105732,105721,species,Oligosoma maccanni
939165,651656,species,Incilius perplexus
106105,9373,genus,Urotrichus
29064,9688,species,Panthera uncia
